Layer1	Layer2	CKA_Value
fc	pool	0.4913803718924428
fc	dropout	0.4913803718924428
fc	projection	0.5328440213596102
fc	batch_norm	0.012469127614351913
fc	fc	0.9417119631266878
spatio_temporal	spatio_temporal	0.9668450910719237
spatio_temporal	pool	0.0423902231497343
spatio_temporal	dropout	0.0423902231497343
spatio_temporal	projection	0.03302531943956576
spatio_temporal	batch_norm	0.9076213983512468
spatio_temporal	fc	0.012924640481012677
pool	spatio_temporal	0.04091969555720745
pool	pool	0.9935289179517071
pool	dropout	0.9935289179517071
pool	projection	0.9790174379730812
pool	batch_norm	0.03516577816114494
pool	fc	0.40616203808788287
dropout	spatio_temporal	0.04091969555720745
dropout	pool	0.9935289179517071
dropout	dropout	0.9935289179517071
dropout	projection	0.9790174379730812
dropout	batch_norm	0.03516577816114494
dropout	fc	0.40616203808788287
projection	spatio_temporal	0.031753691021664386
projection	pool	0.9759212984691296
projection	dropout	0.9759212984691296
projection	projection	0.9937051214655379
projection	batch_norm	0.027549058258180867
projection	fc	0.4475797581191999
batch_norm	spatio_temporal	0.9454602169127929
batch_norm	pool	0.035026980337417794
batch_norm	dropout	0.035026980337417794
batch_norm	projection	0.027305146290473065
batch_norm	batch_norm	0.988713155090375
batch_norm	fc	0.012202409686496348
fc	spatio_temporal	0.013920652116801047
fc	pool	0.4915388438914547
fc	dropout	0.4915388438914547
fc	projection	0.537418509389006
fc	batch_norm	0.013025018926855397
fc	fc	0.8984630343691424
spatio_temporal	spatio_temporal	0.9680350541783914
spatio_temporal	pool	0.04470055759019498
spatio_temporal	dropout	0.04470055759019498
spatio_temporal	projection	0.03388244150684986
spatio_temporal	batch_norm	0.9227434392660877
spatio_temporal	fc	0.014176926980893973
pool	spatio_temporal	0.04301397986751042
pool	pool	0.9923072606178575
pool	dropout	0.9923072606178575
pool	projection	0.9815099879911774
pool	batch_norm	0.03631876978917838
pool	fc	0.49871287461889857
dropout	spatio_temporal	0.04301397986751042
dropout	pool	0.9923072606178575
dropout	dropout	0.9923072606178575
dropout	projection	0.9815099879911774
dropout	batch_norm	0.03631876978917838
dropout	fc	0.49871287461889857
projection	spatio_temporal	0.033221911467836644
projection	pool	0.9727955758115747
projection	dropout	0.9727955758115747
projection	projection	0.9919785804239964
projection	batch_norm	0.028379121118318078
projection	fc	0.5464292992466447
batch_norm	spatio_temporal	0.9142415794341411
batch_norm	pool	0.03665288809670884
batch_norm	dropout	0.03665288809670884
batch_norm	projection	0.027612065191882737
batch_norm	batch_norm	0.9853134287948742
batch_norm	fc	0.013307659112646645
fc	spatio_temporal	0.014109330967348491
fc	pool	0.49106752044110125
fc	dropout	0.49106752044110125
fc	projection	0.5310959914513824
fc	batch_norm	0.01339884144249797
fc	fc	0.9485908554880007
spatio_temporal	spatio_temporal	0.9574215073835527
spatio_temporal	pool	0.04474728657901746
spatio_temporal	dropout	0.04474728657901746
spatio_temporal	projection	0.034880888898000256
spatio_temporal	batch_norm	0.9321460533314725
spatio_temporal	fc	0.014626804177051563
pool	spatio_temporal	0.04308310913033142
pool	pool	0.9931260237115306
pool	dropout	0.9931260237115306
pool	projection	0.9834287887631782
pool	batch_norm	0.03675370114560647
pool	fc	0.5068722910851321
dropout	spatio_temporal	0.04308310913033142
dropout	pool	0.9931260237115306
dropout	dropout	0.9931260237115306
dropout	projection	0.9834287887631782
dropout	batch_norm	0.03675370114560647
dropout	fc	0.5068722910851321
projection	spatio_temporal	0.03338067034496824
projection	pool	0.9769680517736905
projection	dropout	0.9769680517736905
projection	projection	0.9916008115521457
projection	batch_norm	0.0287407528415285
projection	fc	0.5528311461981336
batch_norm	spatio_temporal	0.9008129012690377
batch_norm	pool	0.03638975294408354
batch_norm	dropout	0.03638975294408354
batch_norm	projection	0.02843972578271376
batch_norm	batch_norm	0.9891687747840366
batch_norm	fc	0.013592566202187505
fc	spatio_temporal	0.014159621725560668
fc	pool	0.4922365967123667
fc	dropout	0.4922365967123667
fc	projection	0.5288994949236979
fc	batch_norm	0.01341219180295218
fc	fc	0.9391726258004626
spatio_temporal	spatio_temporal	0.9600086883220134
spatio_temporal	pool	0.04301632380047601
spatio_temporal	dropout	0.04301632380047601
spatio_temporal	projection	0.03347256987817906
spatio_temporal	batch_norm	0.9196901526930654
spatio_temporal	fc	0.012548873484888963
pool	spatio_temporal	0.04408111572676927
pool	pool	0.9917959497271306
pool	dropout	0.9917959497271306
pool	projection	0.9786293745508069
pool	batch_norm	0.03605595602578275
pool	fc	0.4458396856725491
dropout	spatio_temporal	0.04408111572676927
dropout	pool	0.9917959497271306
dropout	dropout	0.9917959497271306
dropout	projection	0.9786293745508069
