Layer1	Layer2	CKA_Value
spatio_temporal	dropout	0.03445281721506175
spatio_temporal	batch_norm	0.9403906529573888
spatio_temporal	fc	0.018452283283042853
pool	spatio_temporal	0.035198654447552304
pool	pool	0.9950677542744342
pool	dropout	0.9950677542744342
pool	batch_norm	0.2111017612719759
pool	fc	0.5662882113622524
dropout	spatio_temporal	0.035198654447552304
dropout	pool	0.9950677542744342
dropout	dropout	0.9950677542744342
dropout	batch_norm	0.2111017612719759
dropout	fc	0.5662882113622524
batch_norm	spatio_temporal	0.9484689442524954
batch_norm	pool	0.2158064217870351
batch_norm	dropout	0.2158064217870351
batch_norm	batch_norm	0.9805855245611504
batch_norm	fc	0.11815871362572736
fc	spatio_temporal	0.018893577805516003
fc	pool	0.5694947773379715
fc	dropout	0.5694947773379715
fc	batch_norm	0.11677851102374086
fc	fc	0.9737485894905209
spatio_temporal	spatio_temporal	0.9862700063655518
spatio_temporal	pool	0.0346129591210092
spatio_temporal	dropout	0.0346129591210092
spatio_temporal	batch_norm	0.9380094428000305
spatio_temporal	fc	0.01805539336425346
pool	spatio_temporal	0.035172140478366885
pool	pool	0.9949595347442651
pool	dropout	0.9949595347442651
pool	batch_norm	0.2071563183443301
pool	fc	0.5597999263041191
dropout	spatio_temporal	0.035172140478366885
dropout	pool	0.9949595347442651
dropout	dropout	0.9949595347442651
dropout	batch_norm	0.2071563183443301
dropout	fc	0.5597999263041191
batch_norm	spatio_temporal	0.9430689727556717
batch_norm	pool	0.21592412858014134
batch_norm	dropout	0.21592412858014134
batch_norm	batch_norm	0.9773975892199988
batch_norm	fc	0.11672799583077789
fc	spatio_temporal	0.018610824136576283
fc	pool	0.5744407269884321
fc	dropout	0.5744407269884321
fc	batch_norm	0.11503538689541538
fc	fc	0.9684037307248625
spatio_temporal	spatio_temporal	0.9855610317112521
spatio_temporal	pool	0.034687470180617484
spatio_temporal	dropout	0.034687470180617484
spatio_temporal	batch_norm	0.9404128544696077
spatio_temporal	fc	0.018063185111416424
pool	spatio_temporal	0.035753474993187456
pool	pool	0.9943744840074936
pool	dropout	0.9943744840074936
pool	batch_norm	0.20973988830624016
pool	fc	0.5823558252399645
dropout	spatio_temporal	0.035753474993187456
dropout	pool	0.9943744840074936
dropout	dropout	0.9943744840074936
dropout	batch_norm	0.20973988830624016
dropout	fc	0.5823558252399645
batch_norm	spatio_temporal	0.9437945066256945
batch_norm	pool	0.21574342423692688
batch_norm	dropout	0.21574342423692688
batch_norm	batch_norm	0.9800628611640406
batch_norm	fc	0.12072481578585219
fc	spatio_temporal	0.018906161159653035
fc	pool	0.5729777315717909
fc	dropout	0.5729777315717909
fc	batch_norm	0.116566784872559
fc	fc	0.9707804570436667
spatio_temporal	spatio_temporal	0.9846864620568951
spatio_temporal	pool	0.03468713428094215
spatio_temporal	dropout	0.03468713428094215
spatio_temporal	batch_norm	0.9334155617036015
spatio_temporal	fc	0.017993190678708304
pool	spatio_temporal	0.03587354655624888
pool	pool	0.9942041837187894
pool	dropout	0.9942041837187894
pool	batch_norm	0.2099364116631337
pool	fc	0.5729990219850545
dropout	spatio_temporal	0.03587354655624888
dropout	pool	0.9942041837187894
dropout	dropout	0.9942041837187894
dropout	batch_norm	0.2099364116631337
dropout	fc	0.5729990219850545
batch_norm	spatio_temporal	0.9472123646222639
batch_norm	pool	0.21573688083857612
batch_norm	dropout	0.21573688083857612
batch_norm	batch_norm	0.977724914360071
batch_norm	fc	0.11889607167754397
fc	spatio_temporal	0.0188446810041555
fc	pool	0.5763625407329365
fc	dropout	0.5763625407329365
fc	batch_norm	0.11715313562398605
fc	fc	0.9720825840170855
spatio_temporal	spatio_temporal	0.9875917030084334
spatio_temporal	pool	0.03408592096952628
spatio_temporal	dropout	0.03408592096952628
spatio_temporal	batch_norm	0.9396111050390634
spatio_temporal	fc	0.018076694518781813
pool	spatio_temporal	0.03515250726694601
pool	pool	0.9949138339707984
pool	dropout	0.9949138339707984
pool	batch_norm	0.21876562615944184
pool	fc	0.5598073646951051
